mzML	sample	sample_group	injection_idx	polarity	plate	mix	concentration
2016/2016_05/MIX 16C_NEG_b.mzML	MIX 16C_NEG_b	MIX 16C_b	190	NEG	plate_02	MIX16	C
2016/2016_05/MIX 16B_NEG_a.mzML	MIX 16B_NEG_a	MIX 16B_a	191	NEG	plate_02	MIX16	B
2016/2016_05/MIX 16B_NEG_b.mzML	MIX 16B_NEG_b	MIX 16B_b	192	NEG	plate_02	MIX16	B
2016/2016_05/MIX 16A_NEG_a.mzML	MIX 16A_NEG_a	MIX 16A_a	193	NEG	plate_02	MIX16	A
2016/2016_05/MIX 16A_NEG_b.mzML	MIX 16A_NEG_b	MIX 16A_b	194	NEG	plate_02	MIX16	A
2016/2016_05/060516_Blank_NEG_21.mzML	Blank_21	Blank	195	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_22.mzML	Blank_22	Blank	196	NEG	plate_02		
2016/2016_05/MIX 17K_NEG_a.mzML	MIX 17K_NEG_a	MIX 17K_a	197	NEG	plate_02	MIX17	K
2016/2016_05/MIX 17K_NEG_b.mzML	MIX 17K_NEG_b	MIX 17K_b	198	NEG	plate_02	MIX17	K
2016/2016_05/MIX 17I_NEG_a.mzML	MIX 17I_NEG_a	MIX 17I_a	199	NEG	plate_02	MIX17	I
2016/2016_05/MIX 17I_NEG_b.mzML	MIX 17I_NEG_b	MIX 17I_b	200	NEG	plate_02	MIX17	I
2016/2016_05/MIX 17H_NEG_a.mzML	MIX 17H_NEG_a	MIX 17H_a	201	NEG	plate_02	MIX17	H
2016/2016_05/MIX 17H_NEG_b.mzML	MIX 17H_NEG_b	MIX 17H_b	202	NEG	plate_02	MIX17	H
2016/2016_05/MIX 17G_NEG_a.mzML	MIX 17G_NEG_a	MIX 17G_a	203	NEG	plate_02	MIX17	G
2016/2016_05/MIX 17G_NEG_b.mzML	MIX 17G_NEG_b	MIX 17G_b	204	NEG	plate_02	MIX17	G
2016/2016_05/MIX 17F_NEG_a.mzML	MIX 17F_NEG_a	MIX 17F_a	205	NEG	plate_02	MIX17	F
2016/2016_05/MIX 17F_NEG_b.mzML	MIX 17F_NEG_b	MIX 17F_b	206	NEG	plate_02	MIX17	F
2016/2016_05/MIX 17E_NEG_a.mzML	MIX 17E_NEG_a	MIX 17E_a	207	NEG	plate_02	MIX17	E
2016/2016_05/MIX 17E_NEG_b.mzML	MIX 17E_NEG_b	MIX 17E_b	208	NEG	plate_02	MIX17	E
2016/2016_05/MIX 17D_NEG_a.mzML	MIX 17D_NEG_a	MIX 17D_a	209	NEG	plate_02	MIX17	D
2016/2016_05/MIX 17D_NEG_b.mzML	MIX 17D_NEG_b	MIX 17D_b	210	NEG	plate_02	MIX17	D
2016/2016_05/MIX 17C_NEG_a.mzML	MIX 17C_NEG_a	MIX 17C_a	211	NEG	plate_02	MIX17	C
2016/2016_05/MIX 17C_NEG_b.mzML	MIX 17C_NEG_b	MIX 17C_b	212	NEG	plate_02	MIX17	C
2016/2016_05/MIX 17B_NEG_a.mzML	MIX 17B_NEG_a	MIX 17B_a	213	NEG	plate_02	MIX17	B
2016/2016_05/MIX 17B_NEG_b.mzML	MIX 17B_NEG_b	MIX 17B_b	214	NEG	plate_02	MIX17	B
2016/2016_05/MIX 17A_NEG_a.mzML	MIX 17A_NEG_a	MIX 17A_a	215	NEG	plate_02	MIX17	A
2016/2016_05/MIX 17A_NEG_b.mzML	MIX 17A_NEG_b	MIX 17A_b	216	NEG	plate_02	MIX17	A
2016/2016_05/060516_Blank_NEG_23.mzML	Blank_23	Blank	217	NEG	plate_02		
2016/2016_05/060516_Blank_NEG_24.mzML	Blank_24	Blank	218	NEG	plate_02		
